"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/EnvironmentPack2/Materials/M_Asia_BambooLimbs_02.M_Asia_BambooLimbs_02","0","42","1","1","194.707794","0","559"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","0","0","27","1","0.000000","0","0"
"/Game/EnvironmentPack2/Materials/M_Wooden.M_Wooden","0","14","5","1","73.002487","0","43"
"/Game/Enemy/three/Modelos/modelo3d/eyelash_MAT.eyelash_MAT","0","48","7","1","192.264938","0","979"
"/Game/Enemy/Turret/initialShadingGroup.initialShadingGroup","0","14","7","1","59.149387","0","91"
"/Game/Enemy/three/Modelos/modelo3d/Akai_MAT.Akai_MAT","0","28","1","1","107.067055","0","350"
"/Game/Enemy/three/Modelos/modelo3d/Body_MAT.Body_MAT","0","28","6","1","126.708672","0","213"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","0","0","24","1","0.000000","0","0"
"/Game/EnvironmentPack2/Materials/M_WaterFall_Vista.M_WaterFall_Vista","0","27","1","1","59.428810","0","210"
"/Game/Assets/City_of_Brass_Props/Materials/Foliage_mat.Foliage_mat","0","111","1","1","408.264954","0","3179"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","0","0","23","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","0","62","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","0","88","1","0.000000","0","0"
"/Game/Assets/City_of_Brass_Props/Materials/ColourSheet_Material.ColourSheet_Material","0","60","4","1","299.412170","0","497"
"/Game/EnvironmentPack2/Materials/M_StatueHorn.M_StatueHorn","0","14","1","1","54.423363","0","108"
"/Game/EnvironmentPack2/Materials/M_Statue01.M_Statue01","0","14","3","1","51.205948","0","45"
"/Game/EnvironmentPack2/Materials/M_WindowFrame.M_WindowFrame","0","24","6","1","78.100098","0","122"
"/Game/Weapon_Pack/Effects/Materials/Sparks/M_Spark_VelocityLerp.M_Spark_VelocityLerp","0","27","1","1","55.705204","0","93"
"/Game/EnvironmentPack2/Materials/M_AsianDoor.M_AsianDoor","0","24","3","1","120.777847","0","118"
"/Game/EnvironmentPack2/Materials/M_Asia_MainDoor.M_Asia_MainDoor","0","23","1","1","107.145638","0","191"
"/Game/EnvironmentPack2/Materials/M_Asia_Stair02.M_Asia_Stair02","0","23","3","1","112.987213","0","71"
"/Game/Weapon_Pack/Materials/Props/Interior/M_Props1.M_Props1","0","23","7","1","86.420250","0","204"
"/Game/EnvironmentPack2/Materials/M_Banner01.M_Banner01","0","15","1","1","74.250610","0","86"
"/Game/Weapon_Pack/Materials/Props/Interior/M_Props3.M_Props3","0","23","3","1","101.037300","0","89"
"/Game/EnvironmentPack2/Materials/M_Asia_Wall05.M_Asia_Wall05","0","23","2","1","82.093552","0","227"
"/Game/Weapon_Pack/Materials/Props/Interior/M_Props2.M_Props2","0","23","7","1","91.835480","0","199"
"/Game/EnvironmentPack2/Materials/M_Asia_Wall04.M_Asia_Wall04","0","23","7","1","86.596367","0","220"
"/Game/EnvironmentPack2/Materials/M_RedBeams.M_RedBeams","0","24","2","1","115.703827","0","233"
"/Game/EnvironmentPack2/Materials/M_Asia_Wall03.M_Asia_Wall03","0","23","6","1","96.431587","0","184"
"/Game/EnvironmentPack2/Materials/M_Asia_Wall02.M_Asia_Wall02","0","23","5","1","81.813698","0","151"
"/Game/EnvironmentPack2/Materials/M_Asia_Wall01.M_Asia_Wall01","0","23","6","1","70.425949","0","120"
"/Game/Weapon_Pack/Materials/Props/Interior/M_Banners.M_Banners","0","23","7","1","79.449562","0","211"
"/Game/EnvironmentPack2/Materials/M_Asia_Roof01.M_Asia_Roof01","0","23","1","1","78.889503","0","274"
"/Game/EnvironmentPack2/Materials/M_AsianOniStatues.M_AsianOniStatues","0","23","2","1","82.627312","0","253"
"/Game/EnvironmentPack2/Materials/M_Asia_MIST.M_Asia_MIST","0","9","4","1","21.646824","0","44"
"/Game/EnvironmentPack2/Materials/M_Asia_light.M_Asia_light","0","23","4","1","69.844658","0","207"
"/Game/Weapon_Pack/Materials/Props/Interior/M_Wood_Props.M_Wood_Props","0","23","7","1","69.069298","0","254"
"/Game/EnvironmentPack2/Materials/M_Asia_Stair01.M_Asia_Stair01","0","23","1","1","69.811111","0","189"
"/Game/EnvironmentPack2/Materials/M_Asia_Roof02.M_Asia_Roof02","0","23","1","1","65.406425","0","143"
"/Game/EnvironmentPack2/Materials/M_Asia_Ground.M_Asia_Ground","0","23","2","1","66.777527","0","167"
"/Game/EnvironmentPack2/Materials/M_Asia_Floor02.M_Asia_Floor02","0","14","4","1","41.135849","0","81"
"/Game/EnvironmentPack2/Materials/M_Asia_BambooStalk_02.M_Asia_BambooStalk_02","0","23","1","1","67.712334","0","140"
"/Game/EnvironmentPack2/Materials/M_Asia_Floor01.M_Asia_Floor01","0","23","3","1","67.657127","0","169"
"/Game/EnvironmentPack2/Materials/M_Sword.M_Sword","0","14","1","1","38.131721","0","52"
"/Game/EnvironmentPack2/Materials/M_AsianDirtPath.M_AsianDirtPath","0","23","7","1","66.224289","0","147"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","0","0","23","1","0.000000","0","0"
"/Game/EnvironmentPack2/Materials/M_Tomb.M_Tomb","0","14","3","1","39.310062","0","73"
"/Game/Enemy/three/Modelos/modelo3d/EyeSpec_MAT.EyeSpec_MAT","0","28","3","1","78.042473","0","161"
"/Game/EnvironmentPack2/Materials/M_Spear01.M_Spear01","0","14","4","1","47.167713","0","100"
"/Game/EnvironmentPack2/Materials/M_Ark_Ship.M_Ark_Ship","0","14","2","1","52.713726","0","104"
"/Game/EnvironmentPack2/Materials/M_PondScum.M_PondScum","0","33","7","1","102.169922","0","321"
"/Game/EnvironmentPack2/Materials/M_AsianTree.M_AsianTree","0","42","1","1","145.049973","0","600"
"/Game/EnvironmentPack2/Materials/M_Tablets.M_Tablets","0","14","3","1","41.872490","0","109"
"/Game/EnvironmentPack2/Materials/M_Throne_BlackMarble.M_Throne_BlackMarble","0","15","4","1","46.058136","0","72"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","0","0","23","1","0.000000","0","0"
"/Game/Assets/City_of_Brass_Props/Materials/Useable_Shader.Useable_Shader","0","51","1","1","131.344086","0","808"
"/Game/EnvironmentPack2/Materials/M_MapRoom_Thrones_Masked.M_MapRoom_Thrones_Masked","0","29","1","1","74.599052","0","235"
"/Game/EnvironmentPack2/Materials/M_MapRoom_Thrones.M_MapRoom_Thrones","0","14","3","1","39.295063","0","40"
"/Game/EnvironmentPack2/Materials/M_Vases.M_Vases","0","14","6","1","37.628040","0","69"
"/Game/EnvironmentPack2/Materials/M_PondWater.M_PondWater","0","23","3","1","63.549294","0","199"
"/Game/ThirdPerson/Materials/M_Normal.M_Normal","0","14","5","1","38.136539","0","85"
"/Game/Weapon_Pack/Effects/Materials/Fire/M_Fire_SubUV_11X11_Noise.M_Fire_SubUV_11X11_Noise","0","27","3","1","44.869591","0","196"
"/Game/EnvironmentPack2/Materials/M_AngelStatue.M_AngelStatue","0","14","3","1","38.839260","0","45"
"/Game/EnvironmentPack2/Materials/M_SkeletonArmor.M_SkeletonArmor","0","14","6","1","38.117695","0","62"
"/Game/EnvironmentPack2/Materials/M_ArenaColumn_01.M_ArenaColumn_01","0","23","5","1","65.036522","0","109"
"/Game/EnvironmentPack2/Materials/M_ArenaBG_Spire_01.M_ArenaBG_Spire_01","0","14","1","1","38.340530","0","48"
"/Game/EnvironmentPack2/Materials/M_Archway.M_Archway","0","14","5","1","46.669300","0","104"
"/Game/EnvironmentPack2/Materials/M_AnimalBones.M_AnimalBones","0","23","1","1","66.547684","0","90"
"/Game/EnvironmentPack2/Materials/M_AngelStatue02.M_AngelStatue02","0","23","5","1","64.119118","0","135"
"/Game/ThirdPerson/Materials/M_ButtonClose.M_ButtonClose","0","14","7","1","37.757980","0","53"
"/Game/ThirdPerson/Materials/M_LowHealth.M_LowHealth","0","14","6","1","42.059151","0","98"
"/Game/ThirdPerson/Materials/M_ButtonOpen.M_ButtonOpen","0","14","1","1","37.645981","0","43"
"/Game/EnvironmentPack2/Materials/M_WoodBoards_02.M_WoodBoards_02","0","14","1","1","55.122952","0","86"
"/Game/EnvironmentPack2/Materials/M_WindowFrame_Alpha.M_WindowFrame_Alpha","0","29","1","1","120.364372","0","267"
"/Game/EnvironmentPack2/Materials/M_Vase.M_Vase","0","14","4","1","52.032589","0","101"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","0","0","37","1","0.000000","0","0"
"/Game/EnvironmentPack2/Materials/M_Roots.M_Roots","0","23","1","1","91.764397","0","235"
"/Game/EnvironmentPack2/Materials/M_Grass1.M_Grass1","0","42","1","1","150.284653","0","614"
"/Game/EnvironmentPack2/Materials/M_Tree_FallTreeMerged_01.M_Tree_FallTreeMerged_01","0","29","1","1","92.452431","0","431"
"/Game/EnvironmentPack2/Materials/M_Tree_FallLimb_01.M_Tree_FallLimb_01","0","29","7","1","82.032585","0","252"
"/Game/EnvironmentPack2/Materials/M_StoneFloor.M_StoneFloor","0","24","5","1","71.242950","0","84"
"/Game/EnvironmentPack2/Materials/M_Statue_Sconce.M_Statue_Sconce","0","14","2","1","38.034771","0","39"
"/Game/EnvironmentPack2/Materials/M_Statue.M_Statue","0","14","1","1","40.689880","0","70"
"/Game/EnvironmentPack2/Materials/M_Scaffolding.M_Scaffolding","0","23","3","1","79.744308","0","148"
"/Game/EnvironmentPack2/Materials/M_SaydhiChair.M_SaydhiChair","0","14","6","1","38.625858","0","38"
"/Game/EnvironmentPack2/Materials/M_Sand.M_Sand","0","14","5","1","45.736504","0","47"
"/Game/EnvironmentPack2/Materials/M_PaintableRock_MasterOpt.M_PaintableRock_MasterOpt","0","23","3","1","104.014023","0","97"
"/Game/EnvironmentPack2/Materials/M_CliffRock_02.M_CliffRock_02","0","23","1","1","110.684715","0","130"
"/Game/Assets/City_of_Brass_Props/Materials/Enviro_Substance_PaintGlow_Material.Enviro_Substance_PaintGlow_Material","0","60","7","1","289.912811","0","698"
"/Game/Assets/City_of_Brass_Props/Materials/Enviro_Substance_Material.Enviro_Substance_Material","0","74","3","1","332.982391","0","938"
"/Game/EnvironmentPack2/Materials/M_Shrub.M_Shrub","0","29","6","1","134.000610","0","194"
"/Game/EnvironmentPack2/Materials/M_Shrine_E.M_Shrine_E","0","14","1","1","64.767372","0","43"
"/Game/EnvironmentPack2/Materials/M_Shrine_Frame.M_Shrine_Frame","0","14","2","1","67.959084","0","50"
"/Game/EnvironmentPack2/Materials/M_Rock08.M_Rock08","0","14","2","1","64.419838","0","46"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","6","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","43","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","0","0","36","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","0","36","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","0","0","23","1","0.000000","0","0"
